시도,군구,관광지,총계,2020,2021,2022,2023,2024
경상북도,영천시,동의참누리원 영천 한의마을,241196,31702,64243,70653,74598,
경상북도,영천시,보현산댐짚와이어,51718,5529,6193,7318,15881,16797
경상북도,영천시,사일온천,170113,134578,35535,0,,
경상북도,영천시,시안아트,57259,11094,13432,12806,10890,9037
경상북도,영천시,영천 전투메모리얼파크 체험관,193316,4004,30319,33129,86285,39579
경상북도,영천시,영천목재문화체험장,19319,,2493,2627,5699,8500
경상북도,영천시,영천보현산천문과학관,79511,5227,12372,20026,21235,20651
경상북도,영천시,운주산승마자연휴양림,117086,9626,16405,25242,31830,33983
경상북도,영천시,은해사,561022,74468,111649,101033,273872,
경상북도,영천시,임고강변공원,511776,109898,88044,103719,210115,
경상북도,영천시,임고서원,132642,45628,44154,26657,16203,
경상북도,영천시,천수누림길,207882,92105,58469,20599,36709,
경상북도,영천시,치산관광지 등산로 입구,142278,48898,34445,34294,24641,
경상북도,영천시,치산관광지캠핑장,77419,8265,14239,18621,20969,15325
경상북도,영천시,화랑설화마을,243023,,72035,75522,95466,
경상북도,상주시,경천섬 생태공원,318736,,,165729,153007,
경상북도,상주시,국립낙동강생물자원관,570737,72026,89773,128748,145203,134987
경상북도,상주시,낙동 승곡마을,12263,2122,1845,3068,2561,2667
경상북도,상주시,낙동강 역사이야기관,86244,11254,12605,24905,20664,16816
경상북도,상주시,문장대,165550,40967,41804,41438,41341,
경상북도,상주시,상주 함창명주 테마파크,10941,,,,,10941
경상북도,상주시,상주곶감공원,30799,,,,,30799
경상북도,상주시,상주국제승마장,66811,15863,9236,11218,13309,17185
경상북도,상주시,상주목재문화체험장,6358,,,,3156,3202
경상북도,상주시,상주박물관,166932,42573,56321,17868,17729,32441
경상북도,상주시,상주시힐링센터,35400,,,,17720,17680
경상북도,상주시,상주자전거박물관,96876,,,,44180,52696
경상북도,상주시,성주봉자연휴양림,590841,141551,111362,169304,80795,87829
경상북도,상주시,성주봉한방사우나,312328,,,,148131,164197
경상북도,문경시,가은역 꼬마열차,24285,,,11174,7521,5590
경상북도,문경시,국립대야산자연휴양림,298454,28376,55568,78758,68186,67566
경상북도,문경시,단산모노레일,245783,,90708,105422,49653,0
경상북도,문경시,문경 국민여가 캠핑장,68677,10991,10986,15153,15734,15813
경상북도,문경시,문경관광사격장,217575,33112,40557,44484,47776,51646
경상북도,문경시,문경도자기박물관,155705,,22923,37115,47805,47862
경상북도,문경시,문경레저타운,488412,100604,104899,100556,92368,89985
경상북도,문경시,문경새재도립공원,8123739,1630526,2106076,1970954,2416183,
경상북도,문경시,문경새재오픈세트장,1040514,155727,185659,193124,213273,292731
경상북도,문경시,문경온천,824345,115578,105665,149973,236855,216274
경상북도,문경시,문경천문대,0,0,0,0,,
경상북도,문경시,문경철로자전거,420888,73158,70922,79624,93704,103480
경상북도,문경시,문경활공랜드,175147,34717,56187,45021,27387,11835
경상북도,문경시,박열의사기념관,42775,4237,3255,7848,13425,14010
경상북도,문경시,불정자연휴양림,114380,20758,22062,27833,25045,18682
경상북도,문경시,사계절썰매장,8908,6846,2062,0,,
경상북도,문경시,에코랄라,910723,111217,158860,216361,212740,211545
경상북도,문경시,운강이강년기념관,28748,,5551,9065,6578,7554
경상북도,문경시,자연생태박물관,204001,6693,11515,19723,79613,86457
경상북도,문경시,청소년수련장,19414,618,1550,6277,7828,3141
경상북도,경산시,갓바위,2524473,828161,838736,470421,387155,
경상북도,경산시,경산 동의한방촌,48568,,,24231,24337,
경상북도,경산시,경산시립박물관,420794,6747,36008,66429,99450,212160
경상북도,경산시,대가대 박물관,1107,380,727,,,
경상북도,경산시,대구골프장,940929,179182,190552,196580,186393,188222
경상북도,경산시,대구대학교 중앙박물관,74780,8185,12833,12723,20236,20803
경상북도,경산시,대구한의대 박물관,112328,11004,26554,27495,24730,22545
경상북도,경산시,반곡지,311693,94517,83151,67318,66707,
경상북도,경산시,삼성현역사문화관,369446,21469,25049,69563,120932,132433
경상북도,경산시,영남대학교 박물관,25997,795,3653,6149,7928,7472
경상북도,경산시,인터불고경산골프장,941139,179274,199475,192287,186354,183749
경상북도,군위군,경북대학교 자연사박물관,12708,834,3890,4431,3553,
경상북도,군위군,김수환추기경 사랑과 나눔공원,79555,17971,19467,26051,16066,
경상북도,군위군,사라온이야기마을,46316,10557,11901,17917,5941,
경상북도,군위군,삼국유사테마파크,268048,,128743,100684,38621,
경상북도,군위군,장곡자연휴양림,62980,29087,16381,14272,3240,
경상북도,군위군,추억의 학교 엄마아빠 어렸을 적에,231560,51348,84286,64930,30996,
경상북도,의성군,고운사,356001,129236,64906,72054,89805,
경상북도,의성군,교촌녹색농촌체험마을,14864,4669,1880,2557,3099,2659
경상북도,의성군,금마늘 농촌체험휴양마을,3825,,,,1327,2498
경상북도,의성군,금봉휴양림,107021,8196,18110,29097,27849,23769
경상북도,의성군,금성산,6000,,,,6000,
경상북도,의성군,대곡사,6661,,,,6661,
경상북도,의성군,만경촌 농촌체험휴양마을,18685,,,,8572,10113
경상북도,의성군,만취당,11481,,,,11481,
경상북도,의성군,박서생과 청년통신사공원,12127,,,,12127,
경상북도,의성군,방하디딜방아 농촌체험휴양마을,3338,,,,1319,2019
경상북도,의성군,빙계계곡,803857,231594,231019,186749,154495,
경상북도,의성군,빙계얼음골야영장,58087,,,,30040,28047
경상북도,의성군,엠스클럽의성,130083,,,,,130083
경상북도,의성군,왜가리생태관,4801,,,,2641,2160
경상북도,의성군,의성상상놀이터,44912,,,,24986,19926
경상북도,의성군,의성조문국박물관,479240,38069,126971,115933,103904,94363
경상북도,의성군,의성조문국사적지,533711,247038,125487,81465,79721,
경상북도,의성군,의성펫월드,26044,,,,14052,11992
경상북도,의성군,일산자두골 농촌체험휴양마을,3238,,,,1657,1581
경상북도,의성군,최치원문학관,13612,,,,7881,5731
경상북도,의성군,탑산온천,160058,61737,40886,57435,,
경상북도,의성군,파라지오C.C,123055,,,,,123055
경상북도,의성군,한국애플리즈 나만의 사과와인 만드기,71,0,60,11,,
경상북도,청송군,군립청송야송미술관,86308,7796,13416,16339,22654,26103
경상북도,청송군,솔기온천,548057,94219,80889,100009,132238,140702
경상북도,청송군,송소고택,333628,66573,61269,62348,75883,67555
경상북도,청송군,양수발전소,28956,6464,4796,5150,12546,0
경상북도,청송군,주산지,743530,214777,164572,196133,168048,
경상북도,청송군,주왕산국립공원 상의 탐방로,1484976,351999,367492,357769,407716,
경상북도,청송군,주왕산국립공원 월외 탐방로,5219,2431,845,850,1093,
경상북도,청송군,주왕산국립공원 절골 탐방로,134324,29938,33007,45611,25768,
경상북도,청송군,청송백자전수장,13183,1023,1493,2492,3524,4651
경상북도,청송군,청송자연휴양림,103286,15439,25424,22148,20955,19320
경상북도,청송군,항일의병기념공원,19145,4257,4098,412,3593,6785
경상북도,영양군,검마산자연휴양림,119555,19065,12076,31237,30225,26952
경상북도,영양군,선바위관광지,24827,2987,5720,5661,10459,
경상북도,영양군,영양 자작나무숲,36419,,,25469,10950,
경상북도,영양군,영양군청소년수련원,122535,12729,23161,26904,30227,29514
경상북도,영양군,영양반딧불이천문대,40422,4840,8763,11028,6835,8956
경상북도,영양군,음식디미방,28581,2504,3366,7246,7550,7915
경상북도,영양군,장계향문화체험교육원,25689,1229,3250,7315,8222,5673
경상북도,영양군,지훈문학관,60875,5808,3679,9248,10090,32050
경상북도,영양군,흥림산자연휴양림,93260,11525,13612,19164,21566,27393
경상북도,영덕군,강구항,12861062,3204903,3082800,2751830,3821529,
경상북도,영덕군,괴시리전통마을,149668,35693,34929,39486,39560,
경상북도,영덕군,삼사해상공원,110963,26532,31395,26852,26184,
경상북도,영덕군,신재생에너지전시관,144486,17173,21731,29997,34165,41420
경상북도,영덕군,어촌민속전시관,128322,21801,20213,28651,34231,23426
경상북도,영덕군,축산항,677218,242111,80703,198441,155963,
경상북도,영덕군,칠보산자연휴양림,394333,38406,79611,92115,86784,97417
경상북도,영덕군,팔각산(달산면옥계리등산로),64408,17107,12687,15898,18716,
경상북도,영덕군,풍력발전단지,762558,240593,198957,217126,105882,
경상북도,영덕군,해맞이공원,338004,108699,100196,71742,57367,
경상북도,청도군,새마을운동발상지기념관,225328,14322,36358,49094,73495,52059
경상북도,청도군,선암서원,1417,1402,15,,,
경상북도,청도군,송암정사,88,88,0,,,
경상북도,청도군,신화랑풍류마을 오토캠핑장,3784,3784,,,,
경상북도,청도군,운문사,1351680,49994,105652,303710,361861,530463
경상북도,청도군,운문산자연휴양림,438812,45436,98829,105809,90674,98064
경상북도,청도군,청도군자전거공원캠핑장,14481,3019,3218,2696,3132,2416
경상북도,청도군,청도레일바이크,622484,88118,176527,149765,110777,97297
경상북도,청도군,청도박물관,156766,18003,30536,31975,36937,39315
경상북도,청도군,청도소싸움경기장,966994,36728,98561,155761,287083,388861
경상북도,청도군,청도소싸움미디어체험관,77676,,,,,77676
경상북도,청도군,청도신화랑풍류마을,236643,17241,35230,43208,67835,73129
경상북도,청도군,청도와인터널,745069,287319,184071,125588,92989,55102
경상북도,청도군,청도자연휴양림,70854,,,,,70854
경상북도,청도군,청도프로방스,405611,26217,86836,100007,103020,89531
경상북도,청도군,코미디철가방극장,0,0,,,,
경상북도,청도군,한국코미디타운,111263,10859,21476,23972,26968,27988
경상북도,고령군,가얏고마을,25728,3339,1979,4811,8381,7218
경상북도,고령군,개실마을,44841,4845,4415,9267,13163,13151
경상북도,고령군,고령 마스터피스cc,464351,92625,106030,97827,86299,81570
경상북도,고령군,고령 유니밸리CC,197316,45334,47821,36408,32432,35321
경상북도,고령군,고령군 향토문화학교,1636,539,430,667,,
경상북도,고령군,내사랑 딸기,154,154,0,,,
경상북도,고령군,다례원,2685,834,49,223,771,808
경상북도,고령군,대가야 역사테마관광지,549819,82300,131646,158229,177644,
경상북도,고령군,대가야박물관,391186,22616,43864,57544,89876,177286
경상북도,고령군,대가야생활촌,306000,17867,57953,170990,59190,
경상북도,고령군,대가야체험캠프,209599,33612,51296,45165,46078,33448
경상북도,고령군,미니멀 동물원,0,0,,,,
경상북도,고령군,미숭산자연휴양림,48163,5314,5973,10730,10422,15724
경상북도,고령군,별나무캠핑장,6832,6832,,,,
경상북도,고령군,부례관광지,15240,,6314,8926,0,
경상북도,고령군,산림녹화기념숲,184452,115846,20072,10706,37828,
경상북도,고령군,산주마을,0,0,,,,
경상북도,고령군,생비원,7092,645,992,1841,1693,1921
경상북도,고령군,서우재마을,0,0,,,,
경상북도,고령군,신리마을,12822,1052,1388,1722,3768,4892
경상북도,고령군,신촌숲,51001,11654,21073,12356,5918,
경상북도,고령군,예마을,195449,30352,20817,45685,49828,48767
경상북도,고령군,장태백의 버섯마을,99,99,,,,
경상북도,고령군,한팜농원,0,0,,,,
경상북도,고령군,향기정원,0,0,,,,
경상북도,성주군,가야산 야생화식물원,183834,18879,42265,41872,42840,37978
경상북도,성주군,가야산국립공원 백운동야영장,28008,,8908,9784,9316,0
경상북도,성주군,가야산국립공원(만물상),108763,27082,27095,28234,26352,
경상북도,성주군,가야산국립공원(용기골),133003,33269,31343,35488,32903,
경상북도,성주군,가야산생태탐방원,38750,2149,6214,6367,10691,13329
경상북도,성주군,가야산역사신화테마관,240590,38680,57823,40662,50339,53086
경상북도,성주군,가야산오토캠핑장,19196,,,,,19196
경상북도,성주군,금수문화공원야영장,168366,47160,51674,23088,24632,21812
경상북도,성주군,독용산성 자연휴양림,68242,,14372,19174,14078,20618
경상북도,성주군,성밖숲정보센터,1167003,170796,119394,367310,509503,
경상북도,성주군,성산동 고분군 전시관,49926,,,14626,17342,17958
경상북도,성주군,성주생활문화센터,25704,4643,3460,9719,2594,5288
경상북도,성주군,성주역사테마공원,96598,,,48770,47828,
경상북도,성주군,성주참외체험형테마공원,140169,,25794,38156,41548,34671
경상북도,성주군,성주호 둘레길,69398,,,44655,24743,
경상북도,성주군,세종대왕자태실,471656,83065,95958,93390,98467,100776
경상북도,성주군,아라월드,46394,14656,16266,15472,0,
경상북도,성주군,청휘당,1499,,706,214,238,341
경상북도,성주군,추억박물관,5130,5130,0,,,
경상북도,성주군,한개마을,283446,47180,61393,59178,59456,56239
경상북도,성주군,회연서원,192694,27650,41117,44040,40657,39230
경상북도,칠곡군,가산산성,512737,202097,121130,98627,90883,
경상북도,칠곡군,가산산성야영장,8699,4922,3777,,,
경상북도,칠곡군,가산수피아,937059,243139,177357,200987,179002,136574
경상북도,칠곡군,국립칠곡숲체원,266692,23124,67633,68638,56816,50481
경상북도,칠곡군,꿀벌나라테마공원,80586,,,,,80586
경상북도,칠곡군,다부동전적기념관,1001369,24688,32131,187647,504258,252645
경상북도,칠곡군,송정자연휴양림,225419,31842,25708,30392,66241,71236
경상북도,칠곡군,양떼목장,169536,48768,45431,31180,25153,19004
경상북도,칠곡군,왜관지구전적기념관,14956,,,,,14956
경상북도,칠곡군,칠곡보 오토캠핑장,272888,49392,66268,63024,45801,48403
경상북도,칠곡군,칠곡보사계절썰매장,218852,,81583,81152,31322,24795
경상북도,칠곡군,칠곡호국평화기념관,469665,33807,61153,90604,133226,150875
경상북도,칠곡군,팔공산금화자연휴양림,57223,,,,,57223
경상북도,예천군,강문화전시관,151606,16318,26637,27246,40270,41135
경상북도,예천군,예천군곤충생태체험관,283029,28325,58626,64796,55022,76260
경상북도,예천군,예천목재문화체험장,30308,3479,7410,5453,7069,6897
경상북도,예천군,예천온천,978523,154699,148184,193419,222094,260127
경상북도,예천군,예천충효테마공원,111945,331,22377,26573,31662,31002
경상북도,예천군,천문우주과학공원,39168,5887,9645,8986,8234,6416
경상북도,예천군,활기찬 예천! 활체험센터,33341,3725,5930,7189,8527,7970
경상북도,봉화군,국립백두대간수목원,959276,94322,120952,217578,251955,274469
경상북도,봉화군,"분천역(백두대간협곡열차,중부내륙순환열차)",275059,44009,15698,108956,65111,41285
경상북도,봉화군,승부역(환상선 눈꽃열차),3075,3075,0,0,,
경상북도,봉화군,청량산도립공원(봉화군),1734659,377978,454546,457915,444220,
경상북도,봉화군,청옥산자연휴양림,131640,21067,30967,32012,28712,18882
경상북도,봉화군,충재유물관(닭실),80958,,24497,28092,28369,
경상북도,울진군,거일1리 어촌체험 휴양마을,32150,5419,9631,12370,2932,1798
경상북도,울진군,구산 어촌체험 휴양마을,51460,16449,9358,9049,8462,8142
경상북도,울진군,구수곡자연휴양림,163802,15932,19871,35056,40661,52282
경상북도,울진군,국립해양과학관,1001405,,135556,245218,294354,326277
경상북도,울진군,금강소나무숲길,87594,11588,17705,24475,16940,16886
경상북도,울진군,기성리어촌체험마을,131360,8880,3978,17991,63207,37304
경상북도,울진군,나곡1리 어촌체험 휴양마을,49185,18005,2035,29145,0,
경상북도,울진군,나곡바다낚시공원,5059,5059,0,,,
경상북도,울진군,덕구온천,2155465,332775,299045,433312,545439,544894
경상북도,울진군,등기산 출렁다리,721055,331758,134596,137060,117641,
경상북도,울진군,등기산스카이워크,721299,,,246378,254227,220694
경상북도,울진군,망양정,249359,43594,40570,80110,85085,
경상북도,울진군,민물고기전시관,176417,20878,23699,47946,47058,36836
경상북도,울진군,백암온천마을,1302,1302,,,,
경상북도,울진군,봉평신라비전시관,43307,6369,8511,10161,8970,9296
경상북도,울진군,불영사,424646,77776,65964,77577,100282,103047
경상북도,울진군,성류굴,866404,82741,139483,201792,224693,217695
경상북도,울진군,성류파크온천이용,800,800,,,,
경상북도,울진군,신선계곡,87606,6389,7352,21382,52483,
경상북도,울진군,쌍전리 녹색농촌 체험휴양마을,163,163,,,,
경상북도,울진군,에코리움,31985,9303,5825,5687,6193,4977
경상북도,울진군,왕피거리고마을,0,0,,,,
경상북도,울진군,왕피천공원,1276912,201948,226552,543860,144085,160467
경상북도,울진군,왕피천생태예약탐방로,3063,997,509,671,522,364
경상북도,울진군,왕피천케이블카,317811,,,137017,72161,108633
경상북도,울진군,울진 금강송 문화관,7046,529,150,1727,2563,2077
경상북도,울진군,울진 대게 홍보전시관,58307,9247,13688,8329,12174,14869
경상북도,울진군,울진 후포리 신석기 유적관,253838,57843,34077,50534,62261,49123
경상북도,울진군,울진과학체험관,103000,16928,16416,25333,21942,22381
경상북도,울진군,울진요트학교,18442,280,1197,5020,5935,6010
경상북도,울진군,울진해양레포츠센터,112595,0,17525,38746,24217,32107
경상북도,울진군,원자력전시관,122075,5487,2681,33935,44194,35778
경상북도,울진군,월송정,159862,58950,33767,34127,33018,
경상북도,울진군,은어다리,140218,,,,140218,
경상북도,울진군,죽변해안스카이레일,1154570,,,415991,390623,347956
경상북도,울진군,캠프홀스,3460,3460,,,,
경상북도,울진군,통고산자연휴양림,219304,30347,40397,49760,50633,48167
경상북도,울진군,폭풍속으로 드라마세트장,333600,7326,9636,111365,205273,
경상북도,울진군,한화콘도온천이용,420318,167262,51139,82565,119352,0
경상북도,울진군,향암미술관,0,0,,,,
경상북도,울릉군,관음도,597053,67484,126158,183289,146916,73206
경상북도,울릉군,독도,907715,72395,139910,242860,230824,221726
경상북도,울릉군,독도 및 해돋이관광 케이블카,575584,53396,93319,143255,108060,177554
경상북도,울릉군,봉래폭포,753780,72509,84544,229854,194606,172267
경상북도,울릉군,죽도,69840,6651,10810,14439,19214,18726
경상북도,울릉군,태하향목관광 모노레일,332261,31167,7409,86238,94398,113049
대구광역시,중구,2·28민주운동기념회관,24855,,,8835,6872,9148
대구광역시,중구,국채보상운동기념관,77630,,6468,8794,15136,47232
대구광역시,중구,근대문화체험관 계산예가,807812,91027,105432,154626,193394,263333
대구광역시,중구,근대역사관,206767,13443,17698,47645,63513,64468
대구광역시,중구,김광석 다시 그리기 길,3849116,711589,1183168,1098916,855443,
대구광역시,중구,김광석스토리하우스,37021,,,10962,12494,13565
대구광역시,중구,김원일의 마당깊은 집,133151,10958,12637,23807,37945,47804
대구광역시,중구,대구예술발전소,195211,24133,26161,46580,41972,56365
대구광역시,중구,대구콘서트하우스,343275,22242,45995,71576,98249,105213
대구광역시,중구,봉산문화회관,136279,4877,24000,32384,31321,43697
대구광역시,중구,북성로기술예술융합소모루,11886,,,,6312,5574
대구광역시,중구,수창청춘맨숀,46606,12092,13102,18432,2980,0
대구광역시,중구,스파크랜드,1118074,,257698,309092,283262,268022
대구광역시,중구,쌈지공원(관광안내소입구),1264662,417251,309877,343925,193609,0
대구광역시,중구,약령시한의약박물관,265892,18427,18854,48176,83982,96453
대구광역시,중구,옛 구암서원,1474,1474,0,,,
대구광역시,중구,한방의료체험타운,384334,,106860,102666,94959,79849
대구광역시,중구,향촌문화관,199828,20367,20150,35198,65092,59021
대구광역시,중구,향촌수제화센터,16135,,,3598,5777,6760
대구광역시,중구,희움일본군위안부역사관,10849,,,,4508,6341
대구광역시,동구,갓바위,1434988,363885,377056,355920,338127,
대구광역시,동구,국립대구기상과학관,250746,11058,19390,58407,83570,78321
대구광역시,동구,노태우전대통령생가,223874,38781,54381,71780,58932,
대구광역시,동구,대구 방짜유기박물관,47985,,,,,47985
대구광역시,동구,대구 불로고분군,917351,251819,240356,197085,228091,
대구광역시,동구,대구 섬유 박물관,216601,21618,31534,41146,62605,59698
대구광역시,동구,대구 옻골마을,423185,83247,66236,111663,162039,
대구광역시,동구,대구시민안전테마파크,245593,,,64583,65408,115602
대구광역시,동구,도학야영장,28004,,5612,9892,8134,4366
대구광역시,동구,동촌역사 작은도서관,14496,,,3684,4920,5892
대구광역시,동구,동화야영장,26563,,6590,10253,9720,0
대구광역시,동구,반야월역사 작은도서관,31093,,,9360,9825,11908
대구광역시,동구,봉무공원 야영장,1043,,,,1043,0
대구광역시,동구,봉무나비생태원,346707,5297,0,83827,257583,
대구광역시,동구,신숭겸장군 유적지,274920,158220,28406,48465,39829,
대구광역시,동구,아양기찻길,2366408,630075,596384,579003,560946,
대구광역시,동구,아양아트센터 아양홀,157046,,,,77858,79188
대구광역시,동구,얼라이브 아쿠아리움 대구,293297,226416,66881,,,
대구광역시,동구,자연염색박물관,5040,,1508,1165,1172,1195
대구광역시,동구,조양회관,10741,,440,2427,2671,5203
대구광역시,동구,치킨체험테마파크 땅땅랜드,92051,5486,4290,25270,30678,26327
대구광역시,동구,파계야영장,18916,,,9586,9330,0
대구광역시,동구,팔공산 케이블카,1218394,199299,216660,259088,272396,270951
대구광역시,서구,달서천 자전거만남의 광장,10642,1961,2897,2119,1298,2367
대구광역시,서구,달성토성마을,283520,118533,164987,,,
대구광역시,서구,비원뮤직홀,9849,,,,4257,5592
대구광역시,서구,새방골성당,10177,6122,4055,,,
대구광역시,서구,서구문화회관,76820,5931,11812,14612,25313,19152
대구광역시,남구,고산골 공룡공원,1019106,274504,270351,253304,220947,
대구광역시,남구,앞산전망대,843658,415058,233621,26492,168487,
대구광역시,남구,앞산해넘이전망대,590822,,80631,115659,394532,
대구광역시,북구,구암서원,200290,26938,47718,43837,44195,37602
대구광역시,북구,금호강 오토캠핑장,41191,,,,20356,20835
대구광역시,북구,대구교육박물관,173298,15410,27200,35537,45438,49713
대구광역시,북구,대구국제사격장,637958,80025,118249,143451,150697,145536
대구광역시,북구,별별상상 칠성야시장,128752,,,,128752,
대구광역시,북구,신전뮤지엄,73343,,,,,73343
대구광역시,북구,운암지 수변공원,799430,,,426936,372494,
대구광역시,북구,이태원 문학관,1458,,,,,1458
대구광역시,수성구,고모역 복합문화공간,24388,2913,3159,5227,6739,6350
대구광역시,수성구,국립대구박물관,2934593,280368,417566,602651,805828,828180
대구광역시,수성구,대구미술관,890961,54555,123106,220088,280217,212995
대구광역시,수성구,대구은행 금융박물관,18811,,1805,4038,6084,6884
대구광역시,수성구,모명재,13037,,,,6331,6706
대구광역시,수성구,모명재 한국전통문화체험관,11526,1819,1761,1987,2386,3573
대구광역시,수성구,박물관 수,7910,653,1508,1100,3402,1247
대구광역시,수성구,박물관 휴르,4167,,,1043,1572,1552
대구광역시,수성구,삼성라이온즈파크 야구전시관,120,,,,120,
대구광역시,수성구,수성구 관광정보체험센터,30174,4391,12998,12785,,
대구광역시,수성구,수성랜드,391962,53719,91079,98140,76078,72946
대구광역시,수성구,수성아트피아,219598,14047,44059,0,66003,95489
대구광역시,수성구,아이니테마파크,194263,44103,47234,84733,18193,
대구광역시,수성구,진밭골 야영장,87312,,15495,23384,24012,24421
대구광역시,수성구,팔현파크골프장,464059,,,123737,154054,186268
대구광역시,수성구,펀더랜드,410281,,,151626,152632,106023
대구광역시,수성구,하늘아래수성별사랑캠프,9921,,,,4909,5012
대구광역시,수성구,한지 나루터,4923,,1696,1960,1267,
대구광역시,달서구,달서별빛캠프 캠핑장,369798,47172,47740,95648,90324,88914
대구광역시,달서구,달서아트센터공연장,114843,,,35725,45186,33932
대구광역시,달서구,대구83타워,1330140,211329,286777,832034,,
대구광역시,달서구,대구문화예술회관,861962,,87603,171984,289059,313316
대구광역시,달서구,대구수목원,8315930,2083074,2076826,2047872,2108158,
대구광역시,달서구,대구학생문화센터대공연장,266390,,,,149800,116590
대구광역시,달서구,대덕승마장,69215,,6727,17619,20795,24074
대구광역시,달서구,두류수영장,388356,,15428,95179,126565,151184
대구광역시,달서구,미성온천,1013815,,,280875,357556,375384
대구광역시,달서구,병암서원,3116,330,156,2630,,
대구광역시,달서구,선사유적공원,13147,4142,5626,3379,,
대구광역시,달서구,수목원생활온천,770122,,,,381482,388640
대구광역시,달서구,엘리몽,58065,27929,30136,,,
대구광역시,달서구,엘리바덴 신월성점,965925,199537,229790,380244,156354,
대구광역시,달서구,온천 엘리바덴,325252,265263,59989,,,
대구광역시,달서구,월곡역사박물관,779,228,350,201,,
대구광역시,달서구,이월드,10610149,692773,1318946,2341894,3110460,3146076
대구광역시,달서구,행소박물관,124871,4190,8121,22549,64192,25819
대구광역시,달성군,국립대구과학관,2702889,239237,324111,673528,689711,776302
대구광역시,달성군,남평문씨본리세거지,53205,,,,53205,
대구광역시,달성군,녹동서원,75749,10887,19824,22305,22733,
대구광역시,달성군,도동서원,97889,,,,37925,59964
대구광역시,달성군,마비정,809537,268500,203714,220052,117271,
대구광역시,달성군,비슬산자연휴양림,3434383,768862,807721,755657,1102143,
대구광역시,달성군,사문진유람선(달성호 및 사문진호),147770,26467,27922,35287,29077,29017
대구광역시,달성군,사육신 기념관,52227,,,27431,24796,
대구광역시,달성군,스파밸리,1796118,203620,297112,393869,399384,502133
대구광역시,달성군,용연사,92714,,,,46133,46581
대구광역시,달성군,허브힐즈 (구 냉천자연랜드),31187,31187,0,,,
대구광역시,달성군,화원 자연휴양림,1066554,295599,250199,282573,238183,
대구광역시,군위군,경북대학교 자연사박물관,12127,,,,5014,7113
대구광역시,군위군,김수환추기경 사랑과 나눔공원,48126,,,,16474,31652
대구광역시,군위군,사라온이야기마을,6757,,,,6757,
대구광역시,군위군,삼국유사테마파크,147599,,,,53620,93979
대구광역시,군위군,장곡자연휴양림,14297,,,,7261,7036
대구광역시,군위군,추억의 학교 엄마아빠 어렸을 적에,90316,,,,32335,57981
제주특별자치도,제주시,국립제주박물관,1081003,82894,91511,260556,281810,364232
제주특별자치도,제주시,도립미술관,313059,27617,37477,64646,65898,117421
제주특별자치도,제주시,만장굴관광지,1654839,310848,335484,536478,472029,0
제주특별자치도,제주시,민속자연사박물관,816334,60228,80385,147177,309701,218843
제주특별자치도,제주시,비자림,3264083,607945,614396,876050,688905,476787
제주특별자치도,제주시,삼양선사유적지,88369,16126,14808,17490,21111,18834
제주특별자치도,제주시,절물자연휴양림,2499718,545323,456216,595266,484395,418518
제주특별자치도,제주시,제주도립 김창열미술관,298898,21981,60116,81150,64547,71104
제주특별자치도,제주시,제주돌문화공원,822550,66896,104638,195163,210898,244955
제주특별자치도,제주시,제주목관아지,414864,55768,43860,64177,116906,134153
제주특별자치도,제주시,제주별빛누리공원,133948,7740,14188,38350,35240,38430
제주특별자치도,제주시,제주항일기념관,312203,52404,66370,63231,64071,66127
제주특별자치도,제주시,제주현대미술관,490078,31279,83191,131388,124071,120149
제주특별자치도,제주시,한라산국립공원,4054656,699117,652706,850744,923680,928409
제주특별자치도,제주시,항몽 유적지,402764,81830,86242,86931,78070,69691
제주특별자치도,제주시,해녀 박물관,485517,35554,46553,123214,132562,147634
제주특별자치도,서귀포시,감귤박물관,284743,33713,48715,68602,60924,72789
제주특별자치도,서귀포시,기당미술관,67379,7230,12957,15879,17978,13335
제주특별자치도,서귀포시,마라해양도립공원,2514212,481741,635253,375213,497574,524431
제주특별자치도,서귀포시,박물관은살아있다,842548,161338,151610,114030,415570,0
제주특별자치도,서귀포시,산방산,2062610,379224,252676,557162,494073,379475
제주특별자치도,서귀포시,서귀포도립해양공원,524068,73432,94201,60424,151824,144187
제주특별자치도,서귀포시,서귀포자연휴양림,708137,141531,139723,162667,137368,126848
제주특별자치도,서귀포시,서복전시관,254315,9719,18998,25415,80078,120105
제주특별자치도,서귀포시,성산일출봉,3624192,560050,482990,818803,856161,906188
제주특별자치도,서귀포시,이중섭미술관,475577,46567,67490,137902,128725,94893
제주특별자치도,서귀포시,일출랜드,411086,85944,97370,66003,161769,0
제주특별자치도,서귀포시,정방폭포,2871632,459194,538304,682043,659051,533040
제주특별자치도,서귀포시,제주국제평화센터,83216,5225,6126,19595,25374,26896
제주특별자치도,서귀포시,제주추사관,178762,22317,21652,38452,48395,47946
제주특별자치도,서귀포시,중문대포해안주상절리대,3140385,536986,649820,888211,249158,816210
제주특별자치도,서귀포시,천제연폭포,1839346,273679,346263,426372,424138,368894
제주특별자치도,서귀포시,천지연폭포,4426931,715436,814491,998867,1007896,890241
제주특별자치도,서귀포시,카멜리아힐,2952216,413844,504815,450465,808939,774153
제주특별자치도,서귀포시,퍼시픽랜드,390093,110174,123427,,156492,0
제주특별자치도,서귀포시,한화아쿠아플라넷제주,2694178,455219,675638,431978,976607,154736
경기도,수원시,kbs수원센터(kbs수원아트홀),54079,6368,0,9860,19612,18239
