시도,군구,관광지,총계,2020,2021,2022,2023,2024
전북특별자치도,전주시,전주한벽문화관,15308,863,744,6042,4873,2786
전북특별자치도,전주시,전주한옥레일바이크,259416,24766,49130,53212,70398,61910
전북특별자치도,전주시,전주한지박물관,0,0,0,,,
전북특별자치도,전주시,팔복예술공장,329590,37053,46570,55856,68957,121154
전북특별자치도,전주시,한국도로공사수목원,2263161,371564,530921,619207,741469,
전북특별자치도,전주시,한국소리문화의전당,346722,,39023,103610,91651,112438
전북특별자치도,전주시,한국전통문화전당,441983,11409,13428,21740,55854,339552
전북특별자치도,군산시,경암동철길마을,1663802,334783,379322,442918,506779,
전북특별자치도,군산시,고군산군도(개야도),39131,,,,18145,20986
전북특별자치도,군산시,고군산군도(말도),61945,,,,27751,34194
전북특별자치도,군산시,고군산군도(어청도),42803,,,,20418,22385
전북특별자치도,군산시,국립신시도자연휴양림,318402,,,,147332,171070
전북특별자치도,군산시,군산근대역사박물관,1697857,203840,291780,268402,479084,454751
전북특별자치도,군산시,군산새만금오토캠핑장,0,0,0,,,
전북특별자치도,군산시,군산새만금컨벤션센터,457851,38066,28454,150915,129170,111246
전북특별자치도,군산시,군산컨트리클럽,1107302,203479,279045,245183,191751,187844
전북특별자치도,군산시,금강미래체험관,156964,19087,27401,47156,29999,33321
전북특별자치도,군산시,무녀도 캠핑장,19151,,,,9999,9152
전북특별자치도,군산시,비응 마파지길,125342,,15041,53711,56590,
전북특별자치도,군산시,선유도,10131078,2880391,2333496,2436680,2480511,
전북특별자치도,군산시,신시도 어촌체험휴양마을,586410,,,,301530,284880
전북특별자치도,군산시,은파호수공원,2462062,623295,510170,683370,645227,
전북특별자치도,군산시,일제강점기 군산역사관,31429,,,,,31429
전북특별자치도,군산시,청암산,447421,95779,103197,104764,143681,
전북특별자치도,군산시,청암산 오토캠핑장,186309,43332,36376,40740,41644,24217
전북특별자치도,군산시,초원사진관,1046120,146850,117673,196311,269994,315292
전북특별자치도,군산시,테디베어박물관,141929,21093,26598,30841,31189,32208
전북특별자치도,익산시,가람문학관,31210,2494,4762,5586,9452,8916
전북특별자치도,익산시,고스락,507300,83375,65178,173414,185333,
전북특별자치도,익산시,나바위성당,279173,30699,34352,56160,76289,81673
전북특별자치도,익산시,다송무지개매화마을,18929,,,,,18929
전북특별자치도,익산시,달빛소리수목원,164783,49420,11699,26019,47047,30598
전북특별자치도,익산시,마한박물관,152741,14846,32978,35045,34929,34943
전북특별자치도,익산시,미륵사지,2378741,562175,331668,571988,912910,
전북특별자치도,익산시,미륵산골,5966,,,,,5966
전북특별자치도,익산시,백제왕궁박물관,539103,58470,32055,122891,173493,152194
전북특별자치도,익산시,산들강웅포체험휴양마을,20473,,,,11723,8750
전북특별자치도,익산시,생태동물체험관 액션하우스,52834,35172,7739,9923,,
전북특별자치도,익산시,서동농촌테마공원,67809,,,,67809,
전북특별자치도,익산시,성당포구마을(금강체험관),69391,11068,11457,12741,17965,16160
전북특별자치도,익산시,수은마을,6143,,,,,6143
전북특별자치도,익산시,쌍떼힐 익산 C.C,229292,,,,107399,121893
전북특별자치도,익산시,아가페정원,344272,,,124881,219391,
전북특별자치도,익산시,왕궁보석테마관광지(다이노키즈월드),285246,52109,42409,47813,76195,66720
전북특별자치도,익산시,왕궁보석테마관광지(보석박물관) ,550780,27420,64614,57056,149326,252364
전북특별자치도,익산시,왕궁포레스트,250473,,,,118702,131771
전북특별자치도,익산시,웅포캠핑장,139927,11608,19412,18474,42866,47567
전북특별자치도,익산시,웅포컨트리클럽,176222,,,,86461,89761
전북특별자치도,익산시,원광대학교 자연식물원,106367,,,,,106367
전북특별자치도,익산시,원불교익산성지,251538,,,86871,164667,
전북특별자치도,익산시,익산교도소세트장,671547,67530,102570,107667,165300,228480
전북특별자치도,익산시,익산근대역사관,79950,12249,10849,11186,19222,26444
전북특별자치도,익산시,익산글로벌문화관,80150,,,,28223,51927
전북특별자치도,익산시,익산석제품전시홍보관,28209,,,,,28209
전북특별자치도,익산시,익산솜리문화예술회관,67185,,,,32923,34262
전북특별자치도,익산시,익산아트센터,75510,,,,24180,51330
전북특별자치도,익산시,익산예술의전당,242671,,,,121088,121583
전북특별자치도,익산시,입점리고분전시관,28880,4680,7493,5689,5726,5292
전북특별자치도,익산시,전라북도교육청 과학교육원,192293,,,,89591,102702
전북특별자치도,익산시,함라한옥체험관,64317,4536,7164,6650,14410,31557
전북특별자치도,익산시,홀로그램체험관,165460,,,,,165460
전북특별자치도,정읍시,구절초 지방정원,1247771,0,392478,534556,320737,
전북특별자치도,정읍시,국립전북기상과학관,69275,3338,4659,11061,19646,30571
전북특별자치도,정읍시,김명관고택,34856,9123,5938,7471,6102,6222
전북특별자치도,정읍시,꽃두레 행복마을 센터,21182,857,440,1536,6823,11526
전북특별자치도,정읍시,내장산 골프앤리조트,415794,80771,86938,87324,78884,81877
전북특별자치도,정읍시,내장산국립공원(정읍시),3393841,788964,822713,922205,859959,
전북특별자치도,정읍시,동학농민혁명기념관,49293,7518,8122,11130,11497,11026
전북특별자치도,정읍시,무성서원,50682,12097,7341,9873,12557,8814
전북특별자치도,정읍시,박준승 기념관,12139,,1244,3668,4056,3171
전북특별자치도,정읍시,백정기의사기념관,18733,3588,2686,3955,3299,5205
전북특별자치도,정읍시,송참봉조선동네,44622,9720,1579,10847,12408,10068
전북특별자치도,정읍시,정읍 시립미술관,127435,14060,31124,18222,21190,42839
전북특별자치도,정읍시,정읍 첨단과학관,6964,904,266,1821,3563,410
전북특별자치도,정읍시,정읍시 내장산 국민여가캠핑장,234128,22867,40064,56011,61546,53640
전북특별자치도,정읍시,정읍시립박물관,158277,12664,19818,36343,41709,47743
전북특별자치도,정읍시,천사히어로즈,203547,,,71844,63221,68482
전북특별자치도,정읍시,칠보물테마유원지(전시관),65613,731,495,23088,20074,21225
전북특별자치도,정읍시,태산선비마을,25920,2690,1638,4859,11155,5578
전북특별자치도,정읍시,피향정,25582,6236,3405,4851,5101,5989
전북특별자치도,정읍시,황토현권역 어울림센터,53061,3260,3958,12797,16207,16839
전북특별자치도,남원시,광한루원,3453110,529193,586333,774735,685319,877530
전북특별자치도,남원시,교룡산국민관광지,324662,68716,65295,80363,52689,57599
전북특별자치도,남원시,국악의성지,53452,3779,7730,13924,13879,14140
전북특별자치도,남원시,남원 백두대간 생태교육장 전시관,246156,26787,25375,53430,60248,80316
전북특별자치도,남원시,남원고전소설문학관,31281,,,12216,13196,5869
전북특별자치도,남원시,남원관광지,4712507,756703,602366,1089206,2264232,
전북특별자치도,남원시,남원상록골프장,447772,74416,92023,95014,93831,92488
전북특별자치도,남원시,남원시 옻칠공예관,9563,1160,1294,2125,2038,2946
전북특별자치도,남원시,남원시립김병종미술관,437973,42501,79982,79669,73275,162546
전북특별자치도,남원시,남원항공우주천문대,129055,10582,24423,29392,30864,33794
전북특별자치도,남원시,드래곤레이크 C.C,457909,,71620,133111,128375,124803
전북특별자치도,남원시,만인의총,201872,60700,57841,39935,,43396
전북특별자치도,남원시,수지미술관,17003,2228,2931,2657,3944,5243
전북특별자치도,남원시,실상사,123694,33722,38826,39646,11500,
전북특별자치도,남원시,아담원,43283,,,,25619,17664
전북특별자치도,남원시,안숙선명창의 여정 ,110317,,,41550,31460,37307
전북특별자치도,남원시,요천생태습지공원,79391,,,,28101,51290
전북특별자치도,남원시,지리산국립공원(남원시),4268966,971721,1290750,1039542,966953,
전북특별자치도,남원시,지리산길(1~3코스),590833,203843,198082,94111,94797,
전북특별자치도,남원시,지리산허브밸리,484747,42811,52754,122802,111003,155377
전북특별자치도,남원시,춘향테마파크,259920,53262,43989,49165,59119,54385
전북특별자치도,남원시,혼불문학관,156296,17636,34924,40953,52935,9848
전북특별자치도,김제시,김제 스파힐스 컨트리클럽,433316,92427,92254,88562,79662,80411
전북특별자치도,김제시,김제문화예술회관,33528,1495,5564,9104,7874,9491
전북특별자치도,김제시,모악산도립공원,3068617,188397,301283,637924,894594,1046419
전북특별자치도,김제시,벽골제관광지,948984,25800,79998,366931,214558,261697
전북특별자치도,김제시,아리랑 문학마을,117137,8871,20187,31209,32272,24598
전북특별자치도,완주군,경천애인농촌사랑학교,147980,11119,17906,37092,41760,40103
전북특별자치도,완주군,고산자연휴양림,517340,81403,82650,120332,118130,114825
전북특별자치도,완주군,고산창포마을,30576,4281,8405,5722,7308,4860
전북특별자치도,완주군,구이 안덕마을,125081,20014,12950,21319,36078,34720
전북특별자치도,완주군,놀토피아,302871,34385,59047,78605,66681,64153
전북특별자치도,완주군,대둔산케이블카,1045515,163025,177490,240889,217712,246399
전북특별자치도,완주군,대승한지마을,45483,9273,4729,9772,12872,8837
전북특별자치도,완주군,대아수목원,1086440,171945,277428,316105,320962,
전북특별자치도,완주군,대한민국 술테마박물관,183430,17418,26211,40324,44885,54592
전북특별자치도,완주군,두억 봉서골마을,38557,4013,7517,9284,10486,7257
전북특별자치도,완주군,모악산도립공원(완주군),5565704,724540,182779,1545347,1488788,1624250
전북특별자치도,완주군,비봉 힐조타운,100950,22921,12156,29203,18890,17780
전북특별자치도,완주군,산속등대 복합문화공간,27334,,,,14881,12453
전북특별자치도,완주군,삼례문화예술촌,218269,21361,20981,53780,122147,
전북특별자치도,완주군,아쿠아틱파크 아마존,242356,,,,135361,106995
전북특별자치도,완주군,이서물고기마을,93002,18009,27991,47002,,
전북특별자치도,완주군,인덕두레마을,3698,1183,1299,565,168,483
전북특별자치도,완주군,전북도립미술관,397289,26715,32041,87239,99712,151582
전북특별자치도,완주군,청정테마센터,56095,640,2053,11013,21227,21162
전북특별자치도,진안군,구봉산,120425,30462,23963,39627,26373,
전북특별자치도,진안군,데미샘 자연휴양림,293140,69862,40537,39031,64704,79006
전북특별자치도,진안군,마이산 도립공원,3021098,552906,580542,734868,1152782,
전북특별자치도,진안군,운장산자연휴양림,253254,37641,67360,61348,66611,20294
전북특별자치도,진안군,진안가위박물관,85153,10317,17050,14203,23221,20362
전북특별자치도,진안군,진안고원치유숲,74286,9153,12909,16953,17774,17497
전북특별자치도,진안군,진안홍삼스파,117054,12219,0,15356,39587,49892
전북특별자치도,무주군,나봄리조트,327253,59180,28270,30189,55858,153756
전북특별자치도,무주군,덕유산국립공원(구천동),2806720,629103,636123,773830,767664,
전북특별자치도,무주군,덕유산국립공원(적상산),1106525,266916,321391,256828,261390,
전북특별자치도,무주군,덕유산국립공원(칠연지점),119075,27511,26292,33576,31696,
전북특별자치도,무주군,덕유산자연휴양림,372408,55456,59355,74201,83026,100370
전북특별자치도,무주군,머루와인동굴,730442,89648,122095,137235,170873,210591
전북특별자치도,무주군,무주덕유산리조트(레포츠),4436447,707895,610954,1069984,1063225,984389
전북특별자치도,무주군,무주덕유산리조트(카니발),2471161,376971,294281,563568,640237,596104
전북특별자치도,무주군,무주안성cc,404405,65576,91358,89781,77399,80291
전북특별자치도,무주군,무주종합수련원,1382,1382,0,,,
전북특별자치도,무주군,무주향교,36934,5558,5414,6616,8572,10774
전북특별자치도,무주군,무주향로산자연휴양림,242134,40867,40141,46613,50390,64123
전북특별자치도,무주군,반디랜드,826824,94401,161765,187514,177878,205266
전북특별자치도,무주군,수심대,39538,,,,39538,
전북특별자치도,무주군,용추폭포,10326,,,,10326,
전북특별자치도,무주군,자연환경연수원,14088,1883,1273,3779,3014,4139
전북특별자치도,무주군,적상산사고지,52237,6047,4535,11760,13868,16027
전북특별자치도,무주군,최북미술관·김환태문학관,121059,4616,16457,17569,42925,39492
전북특별자치도,무주군,태권도원,936587,67661,136705,176057,258033,298131
전북특별자치도,무주군,한전양수발전처,96206,22321,24753,25336,23796,
전북특별자치도,장수군, 광산마을 체험휴양마을,64,,,,,64
전북특별자치도,장수군,괭이바우 체험휴양마을,0,,,,,0
전북특별자치도,장수군,논개 - 논개생가지,83489,9772,9234,11108,24295,29080
전북특별자치도,장수군,논개 - 의암사(논개사당),105369,58135,3553,3942,15947,23792
전북특별자치도,장수군,당그래마을 체험휴양마을,0,,,,,0
전북특별자치도,장수군,뜬봉샘,95397,11950,9770,29770,22953,20954
전북특별자치도,장수군,렛츠런팜 장수목장,4853,55,0,1177,1428,2193
전북특별자치도,장수군,메산청풍마을 체험휴양마을,916,,,,,916
전북특별자치도,장수군,문성마을 체험휴양마을,630,,,,,630
전북특별자치도,장수군,방화동가족휴가촌,351406,33568,62496,79872,76561,98909
전북특별자치도,장수군,와룡자연휴양림,186948,18091,18617,48160,38880,63200
전북특별자치도,장수군,용바우마을 체험휴양마을,10895,,,,,10895
전북특별자치도,장수군,유정담마을 체험휴양마을,317,,,,,317
전북특별자치도,장수군,육십령권역마을 체험휴양마을,257,,,,,257
전북특별자치도,장수군,장수 물빛공원,23752,,,,,23752
전북특별자치도,장수군,장수가야홍보관,15795,2385,2453,3529,4043,3385
전북특별자치도,장수군,장수골프리조트,367256,77002,84179,78333,65599,62143
전북특별자치도,장수군,장수누리파크,437277,22280,40504,36894,107847,229752
전북특별자치도,장수군,장수누리파크 캠핑장,17408,,,,,17408
전북특별자치도,장수군,장수도깨비전시관,61391,7725,12783,10391,15907,14585
전북특별자치도,장수군,장수승마레저파크,36402,1203,1749,0,10848,22602
전북특별자치도,장수군,장수역사전시관,17838,,,,,17838
전북특별자치도,장수군,장수향교,3707,,,,,3707
전북특별자치도,장수군,전해산 기념관,3285,731,558,499,690,807
전북특별자치도,장수군,정인승기념관,6199,1000,666,1350,1404,1779
전북특별자치도,장수군,주촌논개마을 체험휴양마을,0,,,,,0
전북특별자치도,임실군,국립임실호국원,359602,56747,32599,235872,34384,
전북특별자치도,임실군,도화지도예문화원,5313,1793,2376,1144,,
전북특별자치도,임실군,사선대 해피랜드,0,0,0,0,,
전북특별자치도,임실군,섬진강댐 물문화관,81533,17062,0,0,23242,41229
전북특별자치도,임실군,성수산자연휴양림,0,0,,,,
전북특별자치도,임실군,세심자연휴양림,6876,1341,604,1586,1744,1601
전북특별자치도,임실군,소충사,2011,645,414,243,328,381
전북특별자치도,임실군,임실치즈마을,90541,321,4773,10354,33782,41311
전북특별자치도,임실군,임실치즈스쿨,0,0,,,,
전북특별자치도,임실군,임실치즈요리체험학교,0,0,,,,
전북특별자치도,임실군,임실치즈테마파크,6176489,720940,1415691,1671819,2368039,
전북특별자치도,임실군,전북119안전체험관,536758,35013,119250,132523,125786,124186
전북특별자치도,임실군,전북종합사격장,87036,13383,12733,17111,22274,21535
전북특별자치도,임실군,청소년수련원,43167,861,0,8010,17953,16343
전북특별자치도,임실군,필봉농악전수교육관,84900,5096,2854,16337,42842,17771
전북특별자치도,순창군,강천산 군립공원,3442367,715049,742682,826782,727485,430369
전북특별자치도,순창군,고추장익는마을,30902,980,3225,6777,10339,9581
전북특별자치도,순창군,금과황토열매마을,7092,1607,1099,1196,1654,1536
전북특별자치도,순창군,녹두장군 전봉준관,3149,966,628,1555,,
전북특별자치도,순창군,미생물뮤지엄,78069,,,,40997,37072
전북특별자치도,순창군,발효소스토굴,187271,22686,66323,51836,27410,19016
전북특별자치도,순창군,산림박물관,313106,60172,63030,60303,64256,65345
전북특별자치도,순창군,섬진강 미술관,16801,2283,2112,3796,4236,4374
전북특별자치도,순창군,섬진강 자전거길(순창 장군목 구간),179056,2631,73264,79466,23695,
전북특별자치도,순창군,섬진강 향가오토캠핑장,146290,24695,15708,24803,22024,59060
전북특별자치도,순창군,순창건강장수체험과학관,8333,1629,2711,3993,,
전북특별자치도,순창군,순창군 승마장,13122,1312,1869,2927,4338,2676
전북특별자치도,순창군,순창장류박물관,134839,,36492,40831,30686,26830
전북특별자치도,순창군,옥천골 미술관,42401,4728,5291,7342,12285,12755
전북특별자치도,순창군,옹기종기 놀이도서관,75369,,,,38521,36848
전북특별자치도,순창군,웅이네캠핑장,51473,12440,11961,27072,,
전북특별자치도,순창군,장류체험관,31196,2543,7066,5767,9640,6180
전북특별자치도,순창군,채계산 출렁다리,1630054,527836,562188,378897,161133,
전북특별자치도,순창군,챔피언스포츠파크,46513,,,,23555,22958
전북특별자치도,순창군,푸드사이언스관,123563,,,59505,35358,28700
전북특별자치도,순창군,회문산휴양림,120862,28160,29911,39529,11428,11834
전북특별자치도,순창군,훈몽재,63941,11057,13112,12283,13493,13996
전북특별자치도,고창군,고창고인돌유적,700728,190006,134810,154868,92233,128811
전북특별자치도,고창군,고창읍성,1576080,261682,177725,433830,397176,305667
전북특별자치도,고창군,고창컨트리클럽,441364,85753,105950,93844,81814,74003
전북특별자치도,고창군,골프존카운티선운,459132,96824,94642,94764,83608,89294
전북특별자치도,고창군,무장읍성,209466,23471,22728,23104,35547,104616
전북특별자치도,고창군,미당시문학관,45608,4554,7093,9650,6116,18195
전북특별자치도,고창군,상하농원,847137,133414,226904,182532,137094,167193
전북특별자치도,고창군,석정온천관광지(휴스파),1679007,306064,225476,268598,431013,447856
전북특별자치도,고창군,석정힐 컨트리클럽,459427,96902,98300,93436,83623,87166
전북특별자치도,고창군,선운산 도립공원,4171331,829797,697541,989157,696878,957958
전북특별자치도,고창군,운곡람사르습지,221520,,,,115582,105938
전북특별자치도,고창군,장호갯벌체험마을,29087,1890,3030,13951,7875,2341
전북특별자치도,고창군,판소리박물관,59687,9840,8501,9799,11129,20418
전북특별자치도,고창군,하전갯벌체험마을,293167,33091,33502,71210,68393,86971
전북특별자치도,부안군,국립새만금간척박물관,140657,,,,,140657
전북특별자치도,부안군,금구원야외조각미술관,20649,4064,3697,4041,4311,4536
전북특별자치도,부안군,모항해나루가족호텔야외풀장,5962,2539,1757,1666,0,0
전북특별자치도,부안군,변산반도국립공원(개암사),229345,,54624,66657,108064,
전북특별자치도,부안군,변산반도국립공원(격포정문),1895602,,636104,667783,591715,
전북특별자치도,부안군,변산반도국립공원(남여치),28310,7996,5674,7973,6667,
전북특별자치도,부안군,변산반도국립공원(내변산),427301,85741,111420,139728,90412,
전북특별자치도,부안군,변산반도국립공원(내소사),1635533,374752,371937,430976,457868,
전북특별자치도,부안군,변산반도국립공원(원암),39386,12451,9909,9546,7480,
전북특별자치도,부안군,부안누에타운,193270,24165,28845,38961,51953,49346
전북특별자치도,부안군,부안청자박물관,214735,29796,29710,40047,49990,65192
전북특별자치도,부안군,상록해수욕장,21969,1612,5052,4776,4991,5538
전북특별자치도,부안군,새만금메타버스체험관,35612,,,,,35612
전북특별자치도,부안군,새만금전시관,220026,44037,3514,51673,68179,52623
전북특별자치도,부안군,석정문학관,25845,4138,3782,3978,8325,5622
전북특별자치도,부안군,소노벨 변산 오션플레이,501520,51500,41013,125417,145650,137940
전북특별자치도,부안군,신재생에너지테마파크 ,68209,2571,986,15469,19141,30042
전북특별자치도,부안군,영상테마파크,0,0,0,,,
전북특별자치도,부안군,원숭이학교,2754,2754,0,,,
전북특별자치도,부안군,위도,380799,62483,73801,69668,76051,98796
전북특별자치도,부안군,줄포만갯벌생태공원,285172,61585,56337,47849,59729,59672
전북특별자치도,부안군,청림청소년수련시설(천문대),28347,1727,4674,7744,6687,7515
전북특별자치도,부안군,휘목미술관,16256,1512,3106,3109,3440,5089
충청남도,천안시,각원사,457542,106438,119399,133478,98227,
충청남도,천안시,광덕산,841657,251927,238325,178592,172813,
충청남도,천안시,독립기념관,6496137,594519,1138569,1370379,1601941,1790729
충청남도,천안시,소노벨 천안,1502352,71960,222512,398392,403324,406164
충청남도,천안시,유관순열사 생가,361632,33149,55463,69701,203319,
충청남도,천안시,유관순열사사적지,196566,27041,32880,86953,49692,
충청남도,천안시,천안박물관,305054,35123,52068,79394,109305,29164
충청남도,천안시,천안상록리조트,1616633,274476,233629,236978,397645,473905
충청남도,천안시,천안예술의전당,251625,9076,14296,78302,84333,65618
충청남도,천안시,천안홍대용과학관,355000,31104,45831,91146,93635,93284
충청남도,천안시,타운홀 전망대,202328,,,,,202328
충청남도,천안시,태학산자연휴양림,175029,16838,33379,51779,73033,
충청남도,공주시,계룡산국립공원(갑사),508045,134584,136657,110110,126694,
충청남도,공주시,계룡산국립공원(동학사),2286070,485541,470831,619247,710451,
충청남도,공주시,계룡산국립공원(병사골),69948,21855,23054,12805,12234,
충청남도,공주시,계룡산국립공원(상신),276737,41729,45796,97711,91501,
충청남도,공주시,계룡산국립공원(신원사),238303,70703,61766,48993,56841,
충청남도,공주시,계룡산국립공원(지석골),73888,21766,21299,19714,11109,
충청남도,공주시,계룡산국립공원(천정),494937,131045,151329,122377,90186,
충청남도,공주시,고마아트센터,737241,237702,272522,143342,49341,34334
충청남도,공주시,골드리버CC,258672,52617,56338,55807,45243,48667
충청남도,공주시,공산성,1346687,228614,255985,316077,315685,230326
충청남도,공주시,공주 무령왕릉과 왕릉원,877427,133434,147844,212775,201184,182190
충청남도,공주시,공주 한옥마을,222869,53323,38134,41676,43306,46430
충청남도,공주시,공주산림휴양마을 목재체험관,270616,49715,49618,70926,54059,46298
충청남도,공주시,국립공주박물관,2173826,114269,144785,518597,592034,804141
충청남도,공주시,마곡사,1480471,286083,272360,346935,575093,
충청남도,공주시,백제오감체험관,226413,,45128,55660,49559,76066
충청남도,공주시,석장리박물관,480025,70690,74708,94262,79716,160649
충청남도,공주시,수리치골성지,163117,32825,36183,47529,46580,
충청남도,공주시,연미산자연미술공원,123680,,40043,40041,27842,15754
충청남도,공주시,웅진백제역사관,218541,42759,67751,56800,34038,17193
충청남도,공주시,임립미술관,28453,5527,5112,9152,5437,3225
충청남도,공주시,자연사박물관,148483,29723,30802,34212,26976,26770
충청남도,공주시,풀꽃문학관,136356,15540,18402,34730,33503,34181
충청남도,공주시,프린세스 골프클럽,421357,87025,93293,87922,77003,76114
충청남도,공주시,황새바위성지,468818,73400,94852,66700,116672,117194
충청남도,보령시,개화예술공원,1318834,188307,211121,266199,333365,319842
충청남도,보령시,냉풍욕장,213274,0,,53121,70306,89847
충청남도,보령시,대천연안 여객선 터미널,673625,72935,134497,97201,159289,209703
충청남도,보령시,보령머드박물관,124163,35373,45512,43278,,
충청남도,보령시,보령문화의전당,130133,10886,22439,25920,34679,36209
충청남도,보령시,보령석탄박물관,444068,44009,58156,101756,114748,125399
충청남도,보령시,성주산 자연휴양림,598420,55360,85236,143989,141206,172629
충청남도,보령시,스카이바이크,496289,47079,82809,116752,113136,136513
충청남도,보령시,오서산자연휴양림,284459,42457,44872,53802,64284,79044
충청남도,보령시,웨스토피아,248257,44556,82916,35680,46007,39098
충청남도,보령시,죽도 상화원,1581481,,150596,681190,370743,378952
충청남도,보령시,짚트랙코리아(주),538411,38577,62808,135179,141687,160160
충청남도,보령시,충청수영성,369594,,92961,124831,151802,
충청남도,아산시,곡교천 은행나무길,349533,49113,62204,89693,148523,
충청남도,아산시,공세리성당,427122,71871,122128,128187,104936,
충청남도,아산시,광덕산(강당계곡),184591,49504,49664,42860,42563,
충청남도,아산시,도고아트홀,48479,1132,0,10394,16358,20595
충청남도,아산시,도고컨트리클럽,424837,90870,89944,85579,78678,79766
충청남도,아산시,맹씨행단,45299,8884,8434,13415,14566,
충청남도,아산시,배방산,125813,52363,27519,25724,20207,
충청남도,아산시,세계꽃식물원,435407,72796,104395,109545,43976,104695
충청남도,아산시,신정호정원,1229780,171498,272546,300954,484782,
충청남도,아산시,아산 곡교천 야영장,117236,,16456,31424,51924,17432
충청남도,아산시,아산레일바이크,114204,25963,23329,23052,21276,20584
충청남도,아산시,아산스파비스,996873,77831,59632,251821,312469,295120
충청남도,아산시,아산외암마을,1329858,97099,178845,303004,339068,411842
충청남도,아산시,에스지아름다운C.C,637301,93810,129711,144764,135648,133368
충청남도,아산시,영인산자연휴양림,1341687,190057,281964,289460,271563,308643
충청남도,아산시,온양관광호텔(온천탕),866497,214704,108347,167311,194903,181232
충청남도,아산시,온양그랜드호텔(온천탕),2019,2019,0,,,
충청남도,아산시,온양민속박물관,139873,15724,22227,31020,34900,36002
충청남도,아산시,윤보선전대통령생가,13525,1005,3986,4787,3747,
충청남도,아산시,이순신빙상장,315835,32403,35754,86442,77750,83486
충청남도,아산시,천년의 숲길(봉곡사),220265,62634,60132,52140,45359,
충청남도,아산시,파라다이스스파도고,1275450,143013,96398,284586,370651,380802
충청남도,아산시,현충사,2648006,368024,723120,754473,802389,
충청남도,아산시,환경과학공원,1173310,80741,158059,305692,336417,292401
충청남도,서산시,간월암,4503409,1406616,824880,1304644,967269,
충청남도,서산시,개심사,1900310,552760,428866,433304,485380,
충청남도,서산시,개심사(등산로),427067,137981,97293,94770,97023,
충청남도,서산시,문수사,419149,,,207518,211631,
충청남도,서산시,부석사,142798,,39003,65338,38457,
충청남도,서산시,서산류방택천문기상과학관,154470,13945,20767,35986,40153,43619
충청남도,서산시,서산버드랜드,307918,11444,44371,85730,81680,84693
충청남도,서산시,서산아라메길 범머리입구,242691,,63669,91139,87883,
충청남도,서산시,서산용현리마애여래삼존상,279341,56761,68826,77582,76172,
충청남도,서산시,서산창작예술촌,39630,,18572,21058,,
충청남도,서산시,안견기념관,13396,3325,2765,3393,2510,1403
충청남도,서산시,왕산어촌체험휴양마을,71088,,5273,10784,29803,25228
충청남도,서산시,용현자연휴양림,409023,54234,69226,91626,95932,98005
충청남도,서산시,웅도,95467,10710,22910,37300,24530,17
충청남도,서산시,중리어촌체험마을,29896,,4596,2940,8126,14234
충청남도,서산시,팔봉산,1417794,254572,252333,350157,560732,
충청남도,서산시,팔봉산(어송리),168301,47875,40099,37646,42681,
충청남도,서산시,해미순교성지,223041,25403,36243,41417,50408,69570
충청남도,서산시,해미읍성,2546802,519100,457136,692920,877646,
충청남도,서산시,해미천주교순례길,112862,,,63675,49187,
충청남도,서산시,황금산,842558,265485,195648,181232,200193,
충청남도,논산시,관촉사,493227,29583,72770,111527,139043,140304
충청남도,논산시,논산 명재 고택,120850,9288,27254,45168,39140,
충청남도,논산시,대둔산,1783568,267707,297191,550584,668086,
충청남도,논산시,돈암서원,165227,34042,33160,46145,51880,
충청남도,논산시,백제군사박물관,413354,90202,107044,87680,61724,66704
충청남도,논산시,선샤인랜드,667279,106813,161783,158032,160324,80327
충청남도,논산시,양촌자연휴양림,101632,1268,0,20154,31564,48646
충청남도,논산시,탑정호 수변생태공원,423552,,157703,138357,127492,
충청남도,논산시,탑정호 출렁다리,935211,,167459,244767,522985,
충청남도,계룡시,나라사랑 계룡대 견학,17655,287,0,6445,4235,6688
충청남도,계룡시,사계고택,17454,,,12288,5166,
충청남도,당진시,기지시줄다리기박물관,233149,5516,13263,40688,83041,90641
충청남도,당진시,난지섬관광지,128515,37416,12598,18189,31630,28682
충청남도,당진시,당진 월드아트 서커스 공연장,80666,2494,1519,7914,34618,34121
충청남도,당진시,삼선산수목원,966168,194291,264037,270887,236953,
충청남도,당진시,아미미술관,476036,101597,105274,111234,85849,72082
충청남도,당진시,아미산,343380,108452,75810,68821,90297,
충청남도,당진시,합덕수리민속박물관,383044,32179,43871,102882,98398,105714
충청남도,금산군,개삼터공원,30423,10233,8702,6372,5116,
충청남도,금산군,금산 보석사,216796,49378,45358,60790,61270,
충청남도,금산군,금산산림문화타운 ,618940,55326,92607,138221,157304,175482
충청남도,금산군,금산역사문화박물관,95508,18748,24410,15565,15554,21231
충청남도,금산군,금산인삼관,107347,4651,6245,25655,21223,49573
충청남도,금산군,에딘버러(구대둔)컨트리클럽,361196,67549,82292,77780,67069,66506
충청남도,금산군,칠백의총,290150,48187,60141,59071,69450,53301
충청남도,부여군,123사비전망대,144803,,,,144803,
충청남도,부여군,국립부여박물관,2152981,142104,176154,502621,639548,692554
충청남도,부여군,굿뜨래웰빙마을 글램핑,29600,2927,4697,8194,6541,7241
충청남도,부여군,궁남지,442430,,,,442430,
충청남도,부여군,능산리고분군(왕릉),137873,24010,25492,28810,29315,30246
충청남도,부여군,롯데리조트(아쿠아가든),380819,37656,46221,93325,107009,96608
